,Value1,Value2,Value3,Value4,Value5,Value6
0,63.0,79.0,16.0,666.0,16.0,865.0
1,63.0,78.0,15.0,666.0,17.0,865.0
2,61.0,79.0,15.0,666.0,17.0,865.0
3,63.0,79.0,16.0,665.0,18.0,866.0
4,61.0,80.0,16.0,666.0,17.0,867.0
5,61.0,78.0,17.0,666.0,16.0,864.0
6,61.0,80.0,16.0,666.0,16.0,865.0
7,61.0,80.0,16.0,666.0,17.0,866.0
8,61.0,79.0,16.0,665.0,15.0,866.0
9,61.0,77.0,17.0,666.0,18.0,865.0
10,60.0,79.0,17.0,666.0,14.0,865.0
11,61.0,80.0,16.0,666.0,16.0,865.0
12,62.0,78.0,16.0,665.0,18.0,865.0
13,62.0,80.0,15.0,667.0,17.0,866.0
14,61.0,80.0,15.0,665.0,18.0,865.0
15,62.0,80.0,16.0,666.0,17.0,865.0
16,62.0,80.0,16.0,666.0,16.0,865.0
17,61.0,79.0,16.0,666.0,17.0,865.0
18,61.0,80.0,15.0,665.0,17.0,865.0
19,61.0,78.0,16.0,666.0,17.0,867.0
20,62.0,78.0,16.0,665.0,17.0,866.0
21,62.0,78.0,16.0,666.0,17.0,865.0
22,61.0,79.0,16.0,665.0,17.0,865.0
23,61.0,79.0,16.0,666.0,17.0,865.0
24,61.0,79.0,16.0,666.0,17.0,865.0
25,61.0,79.0,16.0,665.0,17.0,866.0
26,62.0,79.0,16.0,666.0,17.0,866.0
27,61.0,80.0,15.0,666.0,17.0,865.0
28,61.0,80.0,15.0,666.0,17.0,865.0
29,61.0,80.0,15.0,666.0,17.0,866.0
30,61.0,79.0,16.0,666.0,17.0,866.0
31,62.0,79.0,15.0,666.0,17.0,865.0
32,61.0,78.0,16.0,666.0,16.0,867.0
33,61.0,79.0,16.0,666.0,17.0,866.0
34,61.0,78.0,16.0,665.0,16.0,865.0
35,62.0,79.0,16.0,665.0,16.0,866.0
36,62.0,80.0,15.0,666.0,17.0,867.0
37,61.0,79.0,16.0,666.0,17.0,865.0
38,62.0,78.0,17.0,665.0,17.0,866.0
39,61.0,78.0,17.0,665.0,17.0,865.0
40,62.0,78.0,16.0,665.0,18.0,865.0
41,63.0,79.0,15.0,666.0,18.0,865.0
