,Value1,Value2,Value3,Value4,Value5,Value6
0,68.0,61.0,13.0,628.0,15.0,856.0
1,68.0,61.0,14.0,628.0,15.0,855.0
2,67.0,61.0,13.0,628.0,15.0,855.0
3,67.0,61.0,13.0,628.0,15.0,856.0
4,67.0,61.0,14.0,628.0,15.0,855.0
5,57.0,61.0,15.0,629.0,16.0,856.0
6,56.0,62.0,14.0,628.0,16.0,856.0
7,56.0,62.0,15.0,628.0,16.0,855.0
8,56.0,62.0,15.0,628.0,15.0,855.0
9,57.0,62.0,15.0,629.0,15.0,855.0
10,57.0,62.0,15.0,628.0,15.0,856.0
11,59.0,62.0,15.0,627.0,16.0,856.0
12,59.0,62.0,15.0,627.0,16.0,856.0
13,59.0,62.0,15.0,628.0,15.0,856.0
14,59.0,62.0,15.0,627.0,15.0,855.0
15,59.0,62.0,15.0,627.0,16.0,855.0
16,60.0,62.0,15.0,627.0,15.0,856.0
17,59.0,61.0,15.0,627.0,16.0,855.0
18,59.0,62.0,14.0,627.0,15.0,856.0
19,59.0,62.0,15.0,627.0,16.0,855.0
20,59.0,62.0,14.0,627.0,16.0,856.0
21,60.0,61.0,16.0,627.0,15.0,856.0
22,59.0,63.0,15.0,627.0,15.0,856.0
23,59.0,62.0,15.0,627.0,16.0,856.0
24,59.0,62.0,15.0,627.0,15.0,856.0
25,59.0,62.0,15.0,627.0,15.0,855.0
26,60.0,62.0,14.0,628.0,16.0,856.0
27,59.0,62.0,16.0,628.0,15.0,856.0
28,58.0,62.0,15.0,627.0,15.0,856.0
29,59.0,63.0,15.0,627.0,15.0,856.0
30,60.0,62.0,15.0,627.0,16.0,856.0
31,59.0,62.0,14.0,627.0,15.0,855.0
32,59.0,62.0,15.0,627.0,16.0,855.0
33,58.0,61.0,15.0,627.0,16.0,856.0
34,58.0,62.0,14.0,627.0,16.0,856.0
35,59.0,62.0,15.0,627.0,15.0,856.0
36,59.0,63.0,15.0,627.0,16.0,856.0
37,58.0,62.0,15.0,627.0,15.0,855.0
38,58.0,62.0,15.0,628.0,16.0,856.0
39,58.0,62.0,14.0,628.0,16.0,856.0
40,59.0,62.0,15.0,628.0,16.0,856.0
41,60.0,62.0,15.0,627.0,15.0,855.0
