,Value1,Value2,Value3,Value4,Value5,Value6
0,86.0,48.0,25.0,568.0,77.0,851.0
1,85.0,48.0,24.0,569.0,76.0,850.0
2,86.0,47.0,25.0,569.0,77.0,851.0
3,86.0,49.0,23.0,568.0,76.0,851.0
4,86.0,47.0,24.0,568.0,76.0,851.0
5,86.0,48.0,25.0,568.0,77.0,851.0
6,85.0,48.0,24.0,569.0,76.0,850.0
7,86.0,47.0,25.0,569.0,77.0,851.0
8,86.0,49.0,23.0,568.0,76.0,851.0
9,86.0,47.0,24.0,568.0,76.0,851.0
10,86.0,48.0,25.0,568.0,77.0,851.0
11,85.0,48.0,24.0,569.0,76.0,850.0
12,86.0,47.0,25.0,569.0,77.0,851.0
13,86.0,49.0,24.0,569.0,77.0,850.0
14,86.0,48.0,25.0,569.0,76.0,851.0
15,86.0,47.0,24.0,569.0,76.0,850.0
16,86.0,48.0,24.0,569.0,76.0,849.0
17,87.0,47.0,24.0,568.0,77.0,850.0
18,85.0,46.0,24.0,568.0,77.0,851.0
19,85.0,48.0,24.0,568.0,77.0,850.0
20,87.0,47.0,24.0,569.0,76.0,849.0
21,86.0,47.0,24.0,569.0,76.0,850.0
22,86.0,48.0,24.0,569.0,76.0,850.0
23,86.0,47.0,24.0,569.0,77.0,850.0
24,86.0,46.0,25.0,569.0,76.0,850.0
25,87.0,47.0,24.0,568.0,76.0,850.0
26,87.0,48.0,25.0,569.0,77.0,849.0
27,85.0,46.0,25.0,568.0,76.0,850.0
28,86.0,48.0,25.0,569.0,77.0,850.0
29,86.0,48.0,24.0,569.0,76.0,849.0
30,86.0,47.0,25.0,568.0,76.0,849.0
31,86.0,48.0,25.0,570.0,77.0,850.0
32,86.0,47.0,24.0,569.0,76.0,851.0
33,85.0,48.0,24.0,569.0,76.0,849.0
34,86.0,48.0,25.0,569.0,76.0,849.0
35,87.0,48.0,24.0,569.0,77.0,849.0
36,86.0,48.0,24.0,568.0,76.0,850.0
37,86.0,48.0,24.0,568.0,76.0,850.0
38,85.0,47.0,25.0,569.0,76.0,850.0
39,87.0,48.0,24.0,569.0,77.0,850.0
40,87.0,48.0,24.0,569.0,77.0,849.0
41,86.0,48.0,23.0,568.0,77.0,850.0
42,86.0,48.0,24.0,568.0,76.0,849.0
43,85.0,48.0,25.0,568.0,76.0,849.0
44,86.0,49.0,23.0,568.0,76.0,850.0
