,Value1,Value2,Value3,Value4,Value5,Value6
0,37.0,60.0,14.0,634.0,18.0,865.0
1,37.0,58.0,14.0,634.0,18.0,866.0
2,35.0,59.0,14.0,633.0,18.0,865.0
3,37.0,59.0,14.0,633.0,19.0,866.0
4,36.0,58.0,13.0,634.0,19.0,865.0
5,37.0,60.0,14.0,634.0,18.0,865.0
6,37.0,58.0,13.0,635.0,18.0,866.0
7,36.0,59.0,13.0,634.0,19.0,867.0
8,36.0,59.0,13.0,635.0,17.0,866.0
9,37.0,60.0,13.0,634.0,18.0,866.0
10,36.0,58.0,13.0,634.0,18.0,865.0
11,36.0,59.0,14.0,635.0,19.0,866.0
12,36.0,58.0,13.0,634.0,19.0,865.0
13,37.0,60.0,14.0,633.0,18.0,865.0
14,37.0,61.0,13.0,634.0,19.0,866.0
15,36.0,60.0,13.0,634.0,18.0,866.0
16,37.0,58.0,15.0,635.0,18.0,866.0
17,36.0,59.0,13.0,635.0,18.0,869.0
18,37.0,60.0,13.0,635.0,18.0,865.0
19,36.0,60.0,13.0,635.0,19.0,866.0
20,36.0,60.0,14.0,634.0,18.0,865.0
21,36.0,62.0,13.0,634.0,19.0,866.0
22,37.0,60.0,13.0,635.0,18.0,865.0
23,37.0,61.0,13.0,634.0,18.0,866.0
24,37.0,60.0,14.0,635.0,19.0,865.0
25,36.0,60.0,13.0,634.0,18.0,865.0
26,37.0,59.0,13.0,635.0,19.0,866.0
27,36.0,58.0,13.0,635.0,19.0,866.0
28,37.0,60.0,14.0,634.0,19.0,867.0
29,36.0,60.0,14.0,635.0,18.0,866.0
30,37.0,59.0,14.0,634.0,18.0,866.0
31,36.0,58.0,14.0,634.0,18.0,866.0
32,37.0,58.0,14.0,634.0,17.0,866.0
33,36.0,59.0,13.0,634.0,18.0,866.0
34,36.0,60.0,12.0,634.0,18.0,867.0
35,36.0,60.0,13.0,634.0,19.0,865.0
36,37.0,58.0,12.0,635.0,17.0,866.0
37,37.0,60.0,12.0,635.0,19.0,867.0
38,37.0,60.0,13.0,635.0,19.0,867.0
39,35.0,59.0,13.0,634.0,17.0,866.0
40,36.0,58.0,14.0,635.0,18.0,866.0
41,36.0,61.0,14.0,634.0,18.0,866.0
42,36.0,60.0,12.0,634.0,18.0,867.0
43,36.0,59.0,14.0,634.0,19.0,866.0
44,37.0,59.0,14.0,634.0,19.0,867.0
45,37.0,58.0,13.0,634.0,18.0,865.0
46,37.0,60.0,14.0,635.0,18.0,867.0
47,37.0,59.0,12.0,634.0,19.0,867.0
48,36.0,58.0,13.0,634.0,19.0,865.0
49,38.0,59.0,13.0,635.0,18.0,866.0
50,37.0,59.0,13.0,634.0,19.0,867.0
51,36.0,60.0,13.0,634.0,19.0,866.0
52,36.0,60.0,13.0,634.0,20.0,866.0
53,36.0,60.0,14.0,635.0,19.0,865.0
54,37.0,59.0,14.0,635.0,19.0,867.0
55,37.0,58.0,14.0,634.0,19.0,866.0
56,37.0,58.0,12.0,635.0,19.0,867.0
57,37.0,58.0,13.0,634.0,19.0,866.0
58,37.0,59.0,14.0,634.0,19.0,865.0
59,36.0,62.0,14.0,635.0,19.0,867.0
60,36.0,59.0,13.0,634.0,19.0,865.0
61,38.0,61.0,14.0,634.0,19.0,866.0
62,36.0,60.0,13.0,635.0,19.0,868.0
63,37.0,60.0,13.0,634.0,18.0,866.0
64,37.0,60.0,13.0,634.0,18.0,867.0
65,37.0,61.0,13.0,634.0,19.0,865.0
66,37.0,61.0,14.0,634.0,18.0,866.0
67,36.0,60.0,13.0,635.0,19.0,866.0
68,37.0,61.0,12.0,635.0,18.0,868.0
69,36.0,62.0,13.0,635.0,19.0,865.0
70,37.0,62.0,13.0,635.0,18.0,867.0
71,37.0,60.0,13.0,635.0,18.0,865.0
72,37.0,61.0,13.0,635.0,19.0,867.0
73,37.0,62.0,13.0,635.0,19.0,867.0
74,37.0,60.0,13.0,635.0,19.0,866.0
75,37.0,60.0,14.0,634.0,20.0,866.0
76,36.0,61.0,13.0,634.0,19.0,866.0
77,37.0,60.0,12.0,634.0,18.0,865.0
78,36.0,60.0,14.0,634.0,18.0,868.0
79,37.0,60.0,14.0,635.0,19.0,865.0
80,36.0,61.0,14.0,635.0,18.0,866.0
81,36.0,60.0,14.0,635.0,17.0,865.0
82,37.0,60.0,14.0,634.0,19.0,866.0
83,36.0,61.0,13.0,634.0,18.0,866.0
84,36.0,59.0,13.0,635.0,19.0,866.0
85,37.0,60.0,13.0,635.0,19.0,866.0
