,Value1,Value2,Value3,Value4,Value5,Value6
0,89.0,45.0,21.0,553.0,58.0,786.0
1,88.0,45.0,20.0,553.0,59.0,786.0
2,89.0,46.0,19.0,553.0,58.0,785.0
3,88.0,45.0,19.0,554.0,59.0,786.0
4,89.0,46.0,21.0,554.0,59.0,785.0
5,88.0,44.0,20.0,553.0,60.0,786.0
6,89.0,46.0,21.0,553.0,58.0,785.0
7,88.0,46.0,20.0,553.0,58.0,786.0
8,88.0,46.0,19.0,553.0,59.0,786.0
9,89.0,46.0,20.0,552.0,58.0,786.0
10,87.0,45.0,20.0,552.0,59.0,787.0
11,89.0,47.0,20.0,554.0,59.0,786.0
12,89.0,47.0,20.0,553.0,58.0,786.0
13,89.0,46.0,20.0,553.0,58.0,786.0
14,88.0,46.0,20.0,553.0,59.0,787.0
15,88.0,46.0,21.0,553.0,59.0,786.0
16,87.0,46.0,20.0,553.0,58.0,787.0
17,89.0,46.0,20.0,552.0,58.0,785.0
18,89.0,46.0,20.0,553.0,60.0,787.0
19,89.0,45.0,20.0,553.0,59.0,785.0
20,89.0,45.0,20.0,553.0,59.0,785.0
21,88.0,45.0,20.0,554.0,58.0,786.0
22,88.0,46.0,20.0,553.0,59.0,787.0
23,88.0,45.0,20.0,553.0,59.0,785.0
24,89.0,45.0,19.0,552.0,59.0,786.0
25,89.0,45.0,20.0,554.0,59.0,787.0
26,88.0,45.0,20.0,553.0,59.0,787.0
27,88.0,44.0,20.0,553.0,58.0,785.0
28,89.0,45.0,20.0,552.0,59.0,785.0
29,89.0,44.0,19.0,553.0,58.0,785.0
30,88.0,45.0,20.0,553.0,59.0,787.0
31,89.0,44.0,20.0,553.0,59.0,787.0
32,89.0,44.0,20.0,553.0,59.0,787.0
33,88.0,46.0,20.0,553.0,58.0,787.0
34,88.0,46.0,20.0,553.0,58.0,787.0
35,89.0,45.0,20.0,553.0,59.0,787.0
36,88.0,45.0,20.0,552.0,58.0,786.0
37,88.0,45.0,20.0,552.0,58.0,786.0
38,89.0,46.0,20.0,553.0,59.0,786.0
39,88.0,46.0,19.0,553.0,58.0,788.0
40,89.0,44.0,19.0,553.0,59.0,787.0
41,88.0,44.0,20.0,553.0,58.0,787.0
42,88.0,44.0,21.0,553.0,59.0,787.0
43,88.0,45.0,20.0,554.0,58.0,787.0
44,88.0,45.0,20.0,553.0,59.0,788.0
45,89.0,45.0,21.0,553.0,59.0,787.0
46,88.0,45.0,20.0,553.0,58.0,787.0
47,88.0,45.0,20.0,553.0,58.0,786.0
48,89.0,46.0,21.0,553.0,59.0,786.0
49,88.0,46.0,21.0,553.0,58.0,787.0
50,89.0,46.0,20.0,553.0,58.0,787.0
51,89.0,45.0,20.0,553.0,59.0,787.0
52,89.0,46.0,20.0,553.0,60.0,787.0
53,88.0,44.0,20.0,553.0,59.0,788.0
54,88.0,46.0,21.0,553.0,59.0,787.0
55,89.0,46.0,20.0,553.0,59.0,788.0
56,88.0,45.0,21.0,553.0,58.0,788.0
57,89.0,46.0,20.0,553.0,58.0,787.0
58,89.0,47.0,20.0,553.0,57.0,787.0
59,88.0,45.0,20.0,553.0,58.0,787.0
60,88.0,46.0,19.0,553.0,59.0,788.0
61,89.0,44.0,20.0,553.0,58.0,787.0
62,88.0,45.0,20.0,553.0,58.0,787.0
63,88.0,45.0,20.0,553.0,59.0,787.0
64,89.0,46.0,20.0,553.0,60.0,788.0
65,88.0,46.0,20.0,552.0,59.0,787.0
66,88.0,46.0,19.0,553.0,59.0,787.0
67,89.0,45.0,21.0,554.0,58.0,788.0
68,88.0,45.0,20.0,552.0,58.0,788.0
69,89.0,45.0,20.0,553.0,58.0,788.0
70,89.0,45.0,21.0,554.0,59.0,787.0
71,89.0,44.0,20.0,553.0,58.0,787.0
72,88.0,45.0,21.0,552.0,58.0,787.0
73,89.0,44.0,20.0,552.0,58.0,786.0
74,89.0,46.0,21.0,553.0,58.0,787.0
75,89.0,45.0,21.0,554.0,59.0,787.0
76,88.0,45.0,21.0,553.0,59.0,787.0
77,88.0,45.0,20.0,553.0,59.0,788.0
78,88.0,45.0,20.0,552.0,59.0,787.0
79,89.0,45.0,20.0,553.0,58.0,787.0
80,88.0,44.0,20.0,552.0,58.0,788.0
81,89.0,46.0,20.0,553.0,59.0,787.0
82,89.0,46.0,20.0,553.0,59.0,788.0
83,88.0,45.0,20.0,553.0,58.0,787.0
84,89.0,47.0,20.0,553.0,58.0,787.0
85,88.0,46.0,20.0,553.0,59.0,786.0
86,89.0,45.0,21.0,553.0,59.0,787.0
87,89.0,46.0,20.0,553.0,58.0,787.0
88,89.0,45.0,20.0,554.0,59.0,787.0
89,88.0,46.0,20.0,552.0,59.0,788.0
90,88.0,45.0,20.0,553.0,58.0,787.0
91,87.0,45.0,20.0,553.0,59.0,786.0
92,89.0,45.0,20.0,553.0,59.0,787.0
93,88.0,46.0,20.0,553.0,59.0,787.0
94,88.0,45.0,21.0,553.0,59.0,788.0
95,88.0,45.0,20.0,553.0,59.0,787.0
96,89.0,46.0,20.0,552.0,58.0,787.0
97,88.0,46.0,20.0,554.0,58.0,787.0
98,89.0,45.0,21.0,552.0,58.0,787.0
99,88.0,46.0,20.0,553.0,59.0,787.0
100,89.0,46.0,19.0,553.0,59.0,787.0
101,88.0,45.0,20.0,552.0,58.0,787.0
102,87.0,46.0,20.0,552.0,58.0,787.0
103,88.0,46.0,20.0,552.0,58.0,787.0
104,88.0,46.0,21.0,553.0,59.0,787.0
105,88.0,46.0,20.0,553.0,59.0,788.0
106,89.0,45.0,20.0,553.0,59.0,788.0
107,88.0,47.0,21.0,553.0,59.0,788.0
108,88.0,46.0,21.0,553.0,59.0,787.0
109,88.0,46.0,19.0,552.0,59.0,786.0
110,89.0,46.0,20.0,553.0,58.0,788.0
111,88.0,46.0,20.0,553.0,59.0,787.0
112,89.0,46.0,21.0,552.0,58.0,787.0
113,88.0,45.0,19.0,553.0,59.0,787.0
114,89.0,46.0,20.0,554.0,59.0,787.0
115,89.0,47.0,19.0,553.0,59.0,788.0
116,89.0,46.0,20.0,553.0,58.0,786.0
117,89.0,46.0,21.0,553.0,59.0,787.0
118,88.0,45.0,20.0,552.0,58.0,788.0
119,89.0,46.0,20.0,553.0,59.0,786.0
120,89.0,46.0,19.0,553.0,58.0,788.0
121,89.0,46.0,21.0,553.0,57.0,786.0
122,90.0,45.0,20.0,552.0,58.0,787.0
123,88.0,46.0,21.0,553.0,59.0,786.0
124,89.0,45.0,20.0,552.0,59.0,788.0
125,88.0,45.0,20.0,553.0,59.0,787.0
126,89.0,46.0,20.0,553.0,59.0,787.0
127,88.0,45.0,20.0,553.0,59.0,787.0
128,89.0,45.0,20.0,553.0,59.0,788.0
129,88.0,45.0,20.0,553.0,59.0,787.0
130,89.0,45.0,20.0,553.0,59.0,787.0
131,88.0,45.0,21.0,553.0,59.0,787.0
132,89.0,45.0,21.0,552.0,59.0,787.0
133,88.0,45.0,21.0,553.0,58.0,788.0
134,88.0,45.0,21.0,553.0,59.0,787.0
135,88.0,46.0,20.0,552.0,59.0,787.0
136,89.0,45.0,20.0,553.0,58.0,786.0
137,89.0,45.0,20.0,553.0,59.0,787.0
138,89.0,46.0,20.0,553.0,60.0,787.0
139,89.0,46.0,20.0,552.0,59.0,787.0
140,88.0,45.0,20.0,553.0,59.0,788.0
141,89.0,47.0,19.0,553.0,59.0,788.0
142,88.0,45.0,20.0,553.0,59.0,788.0
143,88.0,45.0,20.0,552.0,59.0,788.0
144,89.0,46.0,20.0,553.0,59.0,788.0
145,88.0,45.0,20.0,554.0,59.0,788.0
