,Value1,Value2,Value3,Value4,Value5,Value6
0,111.0,52.0,43.0,613.0,51.0,846.0
1,111.0,52.0,43.0,613.0,52.0,846.0
2,110.0,52.0,43.0,613.0,51.0,846.0
3,111.0,51.0,43.0,613.0,51.0,846.0
4,111.0,51.0,43.0,613.0,52.0,846.0
5,111.0,52.0,43.0,613.0,51.0,846.0
6,111.0,52.0,43.0,613.0,52.0,846.0
7,110.0,52.0,43.0,613.0,51.0,846.0
8,111.0,52.0,44.0,613.0,51.0,846.0
9,111.0,53.0,43.0,614.0,52.0,847.0
10,112.0,53.0,44.0,614.0,51.0,846.0
11,112.0,52.0,43.0,614.0,51.0,847.0
12,111.0,53.0,42.0,613.0,51.0,846.0
13,110.0,53.0,44.0,614.0,51.0,847.0
14,111.0,52.0,43.0,614.0,51.0,846.0
15,111.0,52.0,43.0,614.0,52.0,847.0
16,110.0,53.0,43.0,614.0,51.0,847.0
17,111.0,54.0,43.0,614.0,52.0,847.0
18,110.0,52.0,45.0,614.0,52.0,846.0
19,111.0,52.0,43.0,614.0,52.0,847.0
20,110.0,53.0,44.0,614.0,51.0,847.0
21,111.0,52.0,45.0,614.0,51.0,847.0
22,111.0,53.0,43.0,615.0,51.0,846.0
23,111.0,53.0,43.0,614.0,51.0,846.0
24,110.0,52.0,45.0,614.0,51.0,846.0
25,110.0,52.0,44.0,614.0,51.0,847.0
26,111.0,52.0,43.0,614.0,51.0,846.0
27,110.0,52.0,43.0,614.0,52.0,846.0
28,110.0,53.0,43.0,614.0,52.0,847.0
29,111.0,53.0,43.0,614.0,51.0,847.0
30,110.0,53.0,42.0,614.0,51.0,846.0
31,111.0,53.0,43.0,614.0,51.0,846.0
32,111.0,52.0,43.0,614.0,51.0,846.0
33,110.0,52.0,44.0,614.0,51.0,847.0
34,111.0,51.0,43.0,614.0,52.0,846.0
35,110.0,53.0,43.0,614.0,51.0,846.0
36,110.0,53.0,43.0,614.0,52.0,845.0
37,110.0,53.0,42.0,614.0,52.0,847.0
38,110.0,53.0,43.0,614.0,51.0,846.0
39,110.0,52.0,43.0,614.0,51.0,846.0
40,110.0,52.0,43.0,615.0,51.0,846.0
41,110.0,52.0,44.0,615.0,51.0,846.0
42,111.0,53.0,43.0,615.0,51.0,846.0
43,110.0,53.0,43.0,614.0,51.0,846.0
44,111.0,54.0,43.0,614.0,51.0,847.0
45,110.0,52.0,43.0,615.0,52.0,846.0
46,110.0,52.0,43.0,614.0,51.0,846.0
47,111.0,52.0,43.0,614.0,52.0,846.0
48,110.0,54.0,43.0,615.0,51.0,846.0
49,111.0,53.0,43.0,614.0,51.0,847.0
50,111.0,53.0,43.0,614.0,51.0,846.0
51,110.0,53.0,43.0,614.0,52.0,846.0
52,110.0,53.0,43.0,614.0,51.0,846.0
53,111.0,52.0,43.0,614.0,51.0,846.0
54,110.0,52.0,43.0,614.0,51.0,846.0
55,110.0,53.0,43.0,614.0,51.0,846.0
56,110.0,53.0,42.0,614.0,51.0,847.0
57,110.0,53.0,43.0,615.0,51.0,846.0
58,110.0,53.0,43.0,615.0,51.0,846.0
59,111.0,52.0,43.0,614.0,52.0,847.0
60,110.0,53.0,43.0,614.0,52.0,846.0
61,111.0,52.0,44.0,614.0,51.0,846.0
62,110.0,53.0,43.0,614.0,51.0,846.0
63,111.0,52.0,43.0,614.0,51.0,846.0
64,110.0,52.0,44.0,614.0,52.0,846.0
65,110.0,52.0,43.0,615.0,51.0,846.0
66,111.0,53.0,43.0,615.0,52.0,847.0
67,111.0,52.0,44.0,615.0,52.0,847.0
68,111.0,52.0,43.0,615.0,52.0,846.0
69,111.0,53.0,43.0,614.0,52.0,846.0
70,110.0,53.0,43.0,615.0,51.0,846.0
71,111.0,53.0,43.0,614.0,51.0,847.0
72,111.0,53.0,42.0,614.0,52.0,846.0
73,110.0,52.0,43.0,615.0,51.0,846.0
74,111.0,53.0,43.0,614.0,51.0,846.0
75,111.0,52.0,43.0,614.0,51.0,846.0
76,110.0,52.0,44.0,614.0,52.0,847.0
77,111.0,52.0,43.0,614.0,51.0,846.0
78,110.0,53.0,43.0,615.0,51.0,847.0
79,111.0,52.0,44.0,614.0,51.0,846.0
80,111.0,52.0,43.0,615.0,52.0,846.0
81,111.0,52.0,43.0,615.0,51.0,846.0
82,111.0,52.0,43.0,615.0,51.0,846.0
83,111.0,53.0,43.0,615.0,51.0,846.0
84,111.0,53.0,43.0,615.0,52.0,846.0
85,111.0,52.0,44.0,615.0,51.0,846.0
86,111.0,53.0,43.0,615.0,52.0,846.0
87,111.0,52.0,43.0,615.0,52.0,846.0
88,110.0,52.0,43.0,615.0,51.0,846.0
89,111.0,52.0,44.0,615.0,51.0,846.0
