,Value1,Value2,Value3,Value4,Value5,Value6
0,74.0,44.0,29.0,558.0,47.0,837.0
1,74.0,44.0,30.0,558.0,47.0,837.0
2,74.0,44.0,29.0,558.0,47.0,837.0
3,75.0,44.0,30.0,558.0,47.0,838.0
4,75.0,44.0,29.0,558.0,48.0,837.0
5,74.0,44.0,29.0,558.0,47.0,837.0
6,74.0,43.0,30.0,558.0,47.0,837.0
7,74.0,43.0,30.0,558.0,47.0,838.0
8,74.0,43.0,29.0,558.0,47.0,837.0
9,74.0,42.0,30.0,558.0,48.0,838.0
10,75.0,43.0,30.0,558.0,47.0,838.0
11,74.0,43.0,30.0,558.0,47.0,838.0
12,75.0,42.0,30.0,558.0,47.0,838.0
13,74.0,44.0,30.0,558.0,47.0,838.0
14,74.0,43.0,31.0,558.0,47.0,838.0
15,74.0,43.0,30.0,558.0,47.0,839.0
16,74.0,43.0,30.0,558.0,47.0,838.0
17,75.0,43.0,30.0,558.0,47.0,838.0
18,74.0,42.0,30.0,558.0,47.0,838.0
19,74.0,43.0,30.0,558.0,47.0,838.0
20,74.0,43.0,30.0,558.0,48.0,838.0
21,74.0,42.0,30.0,558.0,48.0,838.0
22,74.0,44.0,30.0,558.0,47.0,838.0
23,74.0,42.0,30.0,558.0,47.0,838.0
24,74.0,44.0,30.0,558.0,47.0,838.0
25,74.0,43.0,30.0,558.0,47.0,839.0
26,74.0,43.0,30.0,558.0,47.0,838.0
27,74.0,43.0,30.0,558.0,47.0,839.0
28,74.0,43.0,30.0,559.0,48.0,838.0
29,75.0,43.0,30.0,558.0,47.0,838.0
30,74.0,44.0,30.0,558.0,47.0,838.0
31,75.0,44.0,29.0,558.0,47.0,838.0
32,75.0,44.0,30.0,558.0,47.0,838.0
33,74.0,43.0,30.0,558.0,47.0,838.0
34,74.0,43.0,31.0,558.0,47.0,837.0
35,75.0,44.0,31.0,558.0,47.0,839.0
36,75.0,43.0,30.0,558.0,48.0,838.0
37,74.0,43.0,30.0,558.0,47.0,838.0
38,74.0,43.0,30.0,558.0,48.0,838.0
39,75.0,43.0,30.0,559.0,47.0,838.0
40,75.0,43.0,30.0,558.0,47.0,838.0
41,74.0,42.0,30.0,558.0,47.0,838.0
42,74.0,44.0,30.0,558.0,47.0,838.0
43,75.0,43.0,30.0,558.0,47.0,838.0
44,74.0,43.0,30.0,558.0,47.0,838.0
45,74.0,43.0,30.0,557.0,47.0,839.0
46,75.0,43.0,30.0,558.0,47.0,839.0
47,75.0,42.0,30.0,558.0,47.0,837.0
48,75.0,43.0,30.0,558.0,47.0,839.0
49,75.0,42.0,29.0,558.0,47.0,838.0
50,75.0,42.0,30.0,558.0,47.0,838.0
51,74.0,43.0,29.0,558.0,48.0,838.0
52,75.0,43.0,31.0,558.0,47.0,838.0
53,75.0,43.0,30.0,558.0,47.0,839.0
54,75.0,44.0,30.0,558.0,47.0,838.0
55,74.0,43.0,30.0,558.0,47.0,838.0
56,74.0,42.0,30.0,558.0,47.0,838.0
57,75.0,43.0,30.0,558.0,48.0,838.0
58,75.0,44.0,30.0,558.0,47.0,838.0
59,74.0,43.0,29.0,558.0,47.0,838.0
60,75.0,44.0,30.0,558.0,47.0,839.0
61,74.0,42.0,30.0,558.0,47.0,838.0
62,74.0,44.0,30.0,557.0,47.0,838.0
63,74.0,44.0,30.0,558.0,47.0,838.0
64,74.0,44.0,29.0,558.0,47.0,838.0
65,74.0,43.0,30.0,558.0,48.0,838.0
66,74.0,43.0,30.0,559.0,47.0,838.0
67,74.0,43.0,31.0,558.0,47.0,838.0
68,74.0,43.0,30.0,558.0,48.0,837.0
69,75.0,43.0,30.0,558.0,47.0,838.0
70,74.0,42.0,30.0,558.0,47.0,838.0
71,74.0,42.0,30.0,558.0,47.0,838.0
72,75.0,43.0,30.0,557.0,47.0,838.0
73,75.0,43.0,30.0,558.0,47.0,839.0
74,74.0,44.0,30.0,558.0,47.0,839.0
75,74.0,42.0,30.0,558.0,47.0,838.0
76,75.0,42.0,30.0,558.0,47.0,838.0
77,75.0,44.0,30.0,558.0,47.0,838.0
78,74.0,43.0,30.0,558.0,47.0,838.0
79,74.0,43.0,30.0,558.0,47.0,838.0
80,74.0,43.0,30.0,558.0,47.0,838.0
81,74.0,44.0,30.0,559.0,47.0,838.0
82,75.0,43.0,30.0,557.0,47.0,838.0
83,75.0,44.0,30.0,558.0,47.0,838.0
84,74.0,42.0,30.0,558.0,47.0,839.0
85,74.0,42.0,30.0,557.0,47.0,838.0
86,75.0,43.0,30.0,558.0,47.0,838.0
87,74.0,43.0,30.0,558.0,47.0,839.0
88,74.0,43.0,30.0,558.0,47.0,838.0
89,74.0,42.0,30.0,558.0,47.0,838.0
90,75.0,43.0,30.0,559.0,47.0,838.0
91,74.0,43.0,30.0,558.0,47.0,838.0
92,75.0,43.0,30.0,558.0,47.0,838.0
93,74.0,42.0,30.0,558.0,47.0,838.0
94,74.0,43.0,30.0,558.0,47.0,838.0
95,75.0,43.0,30.0,557.0,47.0,838.0
96,75.0,43.0,30.0,558.0,47.0,838.0
97,74.0,43.0,30.0,558.0,47.0,838.0
98,74.0,43.0,30.0,558.0,47.0,838.0
99,74.0,42.0,30.0,558.0,47.0,838.0
100,74.0,43.0,30.0,559.0,47.0,838.0
101,75.0,42.0,30.0,558.0,47.0,838.0
102,75.0,43.0,30.0,558.0,47.0,838.0
103,75.0,43.0,30.0,558.0,48.0,838.0
104,75.0,42.0,29.0,558.0,48.0,838.0
105,74.0,43.0,30.0,558.0,47.0,838.0
106,75.0,43.0,30.0,558.0,47.0,838.0
107,74.0,43.0,30.0,558.0,47.0,838.0
108,75.0,42.0,29.0,558.0,47.0,838.0
109,75.0,42.0,29.0,557.0,48.0,839.0
110,74.0,43.0,30.0,557.0,47.0,838.0
111,75.0,43.0,30.0,557.0,47.0,838.0
112,75.0,42.0,30.0,558.0,47.0,838.0
113,75.0,44.0,30.0,558.0,47.0,838.0
114,74.0,43.0,30.0,558.0,47.0,838.0
