,Value1,Value2,Value3,Value4,Value5,Value6
0,101.0,67.0,25.0,628.0,61.0,811.0
1,102.0,67.0,24.0,628.0,62.0,812.0
2,101.0,69.0,25.0,628.0,62.0,810.0
3,102.0,68.0,23.0,630.0,62.0,811.0
4,103.0,69.0,24.0,629.0,62.0,812.0
5,101.0,69.0,24.0,629.0,61.0,812.0
6,102.0,68.0,25.0,629.0,62.0,810.0
7,102.0,68.0,24.0,629.0,62.0,812.0
8,102.0,69.0,24.0,630.0,62.0,811.0
9,101.0,69.0,24.0,629.0,62.0,810.0
10,103.0,67.0,24.0,629.0,62.0,811.0
11,102.0,69.0,24.0,629.0,62.0,812.0
12,101.0,68.0,23.0,629.0,61.0,811.0
13,102.0,69.0,24.0,630.0,62.0,812.0
14,103.0,68.0,23.0,630.0,62.0,812.0
15,102.0,67.0,24.0,629.0,62.0,811.0
16,103.0,69.0,24.0,629.0,62.0,810.0
17,102.0,68.0,24.0,628.0,62.0,811.0
18,102.0,68.0,24.0,628.0,61.0,811.0
19,102.0,69.0,24.0,629.0,62.0,811.0
20,101.0,68.0,24.0,629.0,62.0,813.0
21,101.0,68.0,23.0,629.0,62.0,812.0
22,102.0,67.0,25.0,629.0,62.0,810.0
23,103.0,68.0,24.0,630.0,62.0,811.0
24,102.0,69.0,24.0,629.0,61.0,811.0
25,101.0,67.0,24.0,629.0,61.0,810.0
26,102.0,68.0,24.0,628.0,63.0,810.0
27,101.0,69.0,24.0,628.0,62.0,811.0
28,102.0,69.0,24.0,629.0,62.0,812.0
29,102.0,68.0,24.0,629.0,63.0,812.0
30,101.0,70.0,24.0,629.0,62.0,811.0
31,102.0,69.0,24.0,629.0,61.0,812.0
32,102.0,67.0,25.0,629.0,62.0,811.0
33,102.0,67.0,24.0,628.0,62.0,810.0
34,101.0,67.0,24.0,629.0,62.0,811.0
35,102.0,67.0,24.0,629.0,62.0,811.0
36,103.0,68.0,25.0,629.0,62.0,811.0
37,102.0,67.0,24.0,629.0,62.0,810.0
38,102.0,67.0,24.0,629.0,62.0,811.0
39,103.0,69.0,25.0,629.0,63.0,811.0
40,103.0,69.0,25.0,630.0,63.0,811.0
41,102.0,69.0,24.0,629.0,62.0,810.0
42,102.0,68.0,24.0,629.0,62.0,811.0
43,102.0,68.0,24.0,629.0,61.0,812.0
44,101.0,67.0,24.0,629.0,61.0,811.0
45,102.0,68.0,25.0,629.0,62.0,812.0
46,102.0,68.0,25.0,629.0,61.0,811.0
47,102.0,68.0,24.0,629.0,63.0,812.0
48,102.0,68.0,24.0,629.0,62.0,810.0
49,102.0,69.0,24.0,629.0,62.0,811.0
50,102.0,69.0,24.0,628.0,62.0,810.0
51,102.0,69.0,24.0,628.0,62.0,812.0
52,102.0,67.0,24.0,629.0,62.0,810.0
53,102.0,68.0,23.0,629.0,62.0,811.0
54,102.0,67.0,24.0,628.0,63.0,812.0
55,101.0,67.0,24.0,628.0,62.0,811.0
56,102.0,70.0,25.0,629.0,62.0,810.0
57,102.0,68.0,23.0,629.0,61.0,810.0
58,102.0,68.0,24.0,629.0,61.0,812.0
59,102.0,68.0,24.0,629.0,61.0,810.0
60,102.0,68.0,25.0,629.0,62.0,811.0
61,102.0,68.0,24.0,629.0,62.0,811.0
62,102.0,69.0,24.0,629.0,62.0,812.0
63,102.0,67.0,24.0,629.0,61.0,810.0
64,103.0,69.0,23.0,629.0,62.0,811.0
65,102.0,69.0,24.0,629.0,62.0,812.0
66,102.0,67.0,24.0,630.0,63.0,812.0
67,102.0,67.0,24.0,629.0,63.0,810.0
68,102.0,69.0,25.0,629.0,61.0,811.0
69,102.0,68.0,24.0,630.0,63.0,811.0
70,102.0,68.0,25.0,629.0,63.0,811.0
71,102.0,69.0,24.0,630.0,62.0,812.0
72,102.0,67.0,25.0,629.0,63.0,811.0
73,102.0,68.0,25.0,629.0,61.0,811.0
74,102.0,68.0,24.0,629.0,62.0,810.0
75,103.0,68.0,24.0,629.0,61.0,811.0
76,101.0,69.0,25.0,628.0,62.0,812.0
77,102.0,67.0,23.0,629.0,62.0,810.0
78,102.0,68.0,25.0,629.0,63.0,811.0
79,101.0,68.0,24.0,629.0,62.0,811.0
80,102.0,67.0,24.0,629.0,62.0,812.0
81,102.0,67.0,24.0,629.0,63.0,810.0
82,102.0,67.0,24.0,628.0,62.0,811.0
83,102.0,68.0,24.0,630.0,61.0,811.0
84,102.0,68.0,25.0,628.0,61.0,812.0
85,102.0,67.0,23.0,629.0,62.0,811.0
86,103.0,68.0,24.0,628.0,62.0,811.0
87,101.0,67.0,24.0,629.0,61.0,810.0
88,102.0,68.0,24.0,629.0,62.0,811.0
89,102.0,67.0,24.0,629.0,62.0,811.0
90,101.0,67.0,24.0,629.0,62.0,811.0
91,102.0,68.0,24.0,629.0,62.0,812.0
92,102.0,68.0,24.0,628.0,61.0,811.0
93,102.0,69.0,24.0,630.0,63.0,810.0
94,102.0,68.0,23.0,629.0,63.0,811.0
95,102.0,68.0,25.0,629.0,62.0,812.0
96,102.0,67.0,25.0,630.0,62.0,811.0
97,102.0,67.0,24.0,629.0,62.0,811.0
98,102.0,69.0,24.0,629.0,62.0,810.0
99,102.0,67.0,24.0,629.0,63.0,812.0
100,103.0,68.0,24.0,629.0,62.0,812.0
101,102.0,68.0,24.0,630.0,62.0,811.0
102,102.0,68.0,24.0,629.0,63.0,810.0
103,102.0,68.0,25.0,628.0,62.0,810.0
104,103.0,68.0,24.0,629.0,63.0,812.0
105,102.0,69.0,23.0,629.0,63.0,811.0
106,102.0,69.0,25.0,629.0,61.0,810.0
107,103.0,68.0,24.0,629.0,63.0,811.0
108,102.0,68.0,25.0,630.0,62.0,812.0
109,103.0,68.0,25.0,629.0,62.0,812.0
110,103.0,67.0,25.0,630.0,63.0,810.0
111,102.0,69.0,23.0,629.0,62.0,810.0
112,102.0,69.0,24.0,629.0,61.0,811.0
113,102.0,69.0,25.0,630.0,62.0,812.0
114,101.0,68.0,24.0,629.0,62.0,810.0
115,103.0,67.0,24.0,630.0,63.0,811.0
116,102.0,68.0,24.0,629.0,61.0,810.0
117,102.0,67.0,24.0,629.0,62.0,810.0
118,102.0,67.0,24.0,629.0,62.0,811.0
119,102.0,67.0,24.0,629.0,61.0,811.0
120,101.0,69.0,24.0,629.0,62.0,811.0
121,103.0,67.0,24.0,629.0,62.0,811.0
122,102.0,68.0,25.0,629.0,61.0,811.0
123,102.0,67.0,25.0,629.0,63.0,811.0
124,102.0,68.0,24.0,629.0,61.0,810.0
125,102.0,67.0,24.0,629.0,62.0,811.0
126,102.0,69.0,25.0,629.0,63.0,811.0
127,103.0,68.0,23.0,629.0,62.0,811.0
128,102.0,69.0,25.0,629.0,62.0,810.0
129,103.0,67.0,24.0,629.0,63.0,812.0
130,102.0,67.0,24.0,628.0,62.0,812.0
131,102.0,67.0,24.0,629.0,63.0,812.0
132,102.0,68.0,24.0,629.0,62.0,811.0
133,102.0,66.0,25.0,629.0,62.0,811.0
134,102.0,67.0,24.0,629.0,62.0,810.0
135,102.0,67.0,23.0,629.0,62.0,811.0
136,102.0,69.0,24.0,629.0,61.0,811.0
137,102.0,68.0,24.0,629.0,63.0,811.0
138,102.0,68.0,24.0,629.0,62.0,812.0
139,102.0,68.0,24.0,629.0,61.0,810.0
140,103.0,67.0,24.0,629.0,62.0,810.0
141,102.0,67.0,25.0,629.0,61.0,812.0
142,102.0,69.0,24.0,630.0,63.0,812.0
143,102.0,68.0,25.0,629.0,61.0,811.0
144,102.0,68.0,24.0,630.0,62.0,810.0
145,102.0,69.0,24.0,630.0,62.0,811.0
146,103.0,67.0,25.0,629.0,62.0,811.0
147,101.0,67.0,24.0,628.0,61.0,810.0
148,102.0,69.0,24.0,629.0,63.0,810.0
