,Value1,Value2,Value3,Value4,Value5,Value6
0,62.0,65.0,15.0,608.0,65.0,864.0
1,61.0,65.0,14.0,607.0,64.0,864.0
2,61.0,64.0,14.0,608.0,64.0,864.0
3,61.0,64.0,14.0,608.0,64.0,865.0
4,61.0,65.0,15.0,608.0,65.0,866.0
5,61.0,65.0,15.0,609.0,63.0,866.0
6,61.0,66.0,14.0,608.0,64.0,864.0
7,61.0,66.0,14.0,609.0,65.0,865.0
8,62.0,64.0,14.0,608.0,63.0,864.0
9,61.0,64.0,15.0,609.0,64.0,864.0
10,61.0,65.0,15.0,607.0,65.0,864.0
11,61.0,64.0,14.0,608.0,65.0,865.0
12,62.0,65.0,15.0,608.0,64.0,864.0
13,62.0,64.0,14.0,608.0,65.0,865.0
14,62.0,66.0,15.0,608.0,64.0,864.0
15,61.0,66.0,16.0,608.0,64.0,864.0
16,61.0,65.0,14.0,608.0,64.0,864.0
17,62.0,65.0,15.0,608.0,65.0,865.0
18,61.0,64.0,14.0,608.0,64.0,866.0
19,61.0,66.0,14.0,608.0,65.0,866.0
20,62.0,66.0,14.0,608.0,64.0,867.0
21,62.0,65.0,14.0,609.0,63.0,865.0
22,61.0,64.0,15.0,608.0,63.0,865.0
23,61.0,65.0,16.0,608.0,64.0,864.0
24,61.0,65.0,15.0,608.0,66.0,864.0
25,62.0,64.0,15.0,608.0,64.0,864.0
26,62.0,66.0,15.0,608.0,64.0,864.0
27,61.0,66.0,15.0,608.0,64.0,865.0
28,62.0,64.0,15.0,609.0,64.0,864.0
29,62.0,65.0,15.0,608.0,64.0,865.0
30,61.0,65.0,15.0,608.0,64.0,865.0
31,62.0,64.0,15.0,608.0,64.0,866.0
32,62.0,65.0,15.0,608.0,64.0,866.0
33,62.0,65.0,15.0,608.0,65.0,865.0
34,60.0,66.0,14.0,609.0,64.0,864.0
35,61.0,65.0,16.0,608.0,64.0,865.0
36,61.0,65.0,16.0,608.0,64.0,865.0
37,61.0,65.0,16.0,609.0,63.0,865.0
38,61.0,66.0,15.0,609.0,64.0,864.0
39,61.0,64.0,15.0,608.0,64.0,865.0
40,61.0,65.0,16.0,609.0,64.0,865.0
41,62.0,65.0,14.0,608.0,65.0,867.0
42,61.0,66.0,14.0,608.0,63.0,865.0
43,61.0,64.0,14.0,608.0,65.0,864.0
44,62.0,65.0,15.0,608.0,65.0,864.0
45,62.0,65.0,15.0,608.0,65.0,864.0
46,62.0,65.0,14.0,608.0,65.0,864.0
47,62.0,67.0,15.0,608.0,63.0,864.0
48,62.0,66.0,15.0,608.0,64.0,864.0
49,61.0,65.0,15.0,608.0,64.0,865.0
50,62.0,65.0,15.0,607.0,64.0,864.0
51,61.0,67.0,16.0,607.0,64.0,864.0
52,60.0,65.0,16.0,608.0,65.0,864.0
53,62.0,64.0,14.0,608.0,63.0,865.0
54,61.0,64.0,15.0,607.0,65.0,865.0
55,62.0,66.0,16.0,608.0,65.0,864.0
56,62.0,65.0,15.0,607.0,65.0,866.0
57,61.0,65.0,15.0,608.0,64.0,865.0
58,61.0,66.0,16.0,607.0,63.0,864.0
59,61.0,65.0,15.0,607.0,65.0,865.0
60,62.0,65.0,15.0,608.0,64.0,867.0
61,61.0,64.0,16.0,608.0,64.0,865.0
62,61.0,65.0,15.0,608.0,64.0,864.0
