,Value1,Value2,Value3,Value4,Value5,Value6
0,170.0,68.0,23.0,683.0,24.0,865.0
1,170.0,68.0,24.0,683.0,24.0,866.0
2,170.0,67.0,24.0,685.0,25.0,867.0
3,169.0,69.0,24.0,685.0,24.0,864.0
4,169.0,66.0,24.0,685.0,26.0,865.0
5,170.0,68.0,23.0,683.0,24.0,865.0
6,170.0,68.0,24.0,683.0,24.0,866.0
7,170.0,67.0,24.0,685.0,25.0,867.0
8,169.0,69.0,24.0,685.0,24.0,864.0
9,169.0,66.0,24.0,685.0,26.0,865.0
10,180.0,70.0,23.0,682.0,25.0,865.0
11,180.0,70.0,23.0,682.0,24.0,866.0
12,179.0,69.0,22.0,683.0,26.0,864.0
13,179.0,69.0,24.0,682.0,25.0,866.0
14,179.0,69.0,24.0,682.0,25.0,866.0
15,177.0,69.0,24.0,682.0,26.0,866.0
16,177.0,69.0,22.0,683.0,25.0,866.0
17,178.0,70.0,22.0,681.0,23.0,865.0
18,177.0,69.0,24.0,681.0,25.0,866.0
19,176.0,70.0,24.0,682.0,25.0,866.0
20,177.0,69.0,24.0,681.0,24.0,865.0
21,177.0,70.0,23.0,681.0,25.0,864.0
22,176.0,69.0,24.0,682.0,25.0,865.0
23,177.0,70.0,24.0,682.0,25.0,865.0
24,176.0,70.0,22.0,681.0,25.0,866.0
25,177.0,69.0,23.0,682.0,25.0,865.0
26,177.0,70.0,24.0,682.0,25.0,867.0
27,177.0,70.0,24.0,681.0,25.0,865.0
28,177.0,70.0,22.0,681.0,24.0,865.0
29,176.0,70.0,24.0,681.0,26.0,866.0
30,176.0,69.0,22.0,681.0,24.0,867.0
31,177.0,69.0,24.0,682.0,25.0,866.0
32,177.0,69.0,23.0,681.0,24.0,866.0
33,176.0,69.0,24.0,680.0,25.0,865.0
34,176.0,70.0,23.0,680.0,24.0,866.0
35,176.0,69.0,24.0,681.0,25.0,866.0
36,176.0,70.0,23.0,680.0,25.0,865.0
37,176.0,71.0,22.0,681.0,25.0,865.0
38,176.0,70.0,22.0,680.0,25.0,866.0
39,177.0,69.0,23.0,680.0,25.0,867.0
40,177.0,69.0,24.0,680.0,26.0,865.0
41,176.0,70.0,23.0,680.0,25.0,866.0
42,177.0,68.0,23.0,680.0,23.0,866.0
43,176.0,69.0,23.0,680.0,24.0,865.0
44,176.0,70.0,22.0,681.0,24.0,866.0
45,176.0,70.0,23.0,681.0,25.0,865.0
46,176.0,69.0,22.0,680.0,26.0,865.0
47,175.0,68.0,23.0,680.0,25.0,867.0
48,176.0,69.0,23.0,680.0,25.0,866.0
49,176.0,69.0,22.0,680.0,26.0,865.0
50,176.0,70.0,24.0,680.0,25.0,865.0
51,175.0,71.0,23.0,680.0,25.0,866.0
52,176.0,69.0,23.0,680.0,23.0,866.0
53,176.0,70.0,23.0,679.0,23.0,865.0
54,176.0,69.0,24.0,680.0,26.0,866.0
55,176.0,70.0,24.0,681.0,25.0,866.0
56,175.0,68.0,22.0,679.0,23.0,866.0
57,175.0,71.0,23.0,679.0,24.0,865.0
58,176.0,70.0,23.0,679.0,25.0,865.0
59,175.0,69.0,24.0,680.0,26.0,866.0
60,175.0,71.0,22.0,680.0,25.0,867.0
61,175.0,71.0,23.0,680.0,26.0,866.0
62,176.0,69.0,24.0,679.0,26.0,865.0
63,176.0,69.0,24.0,680.0,25.0,865.0
64,176.0,68.0,24.0,680.0,25.0,865.0
65,175.0,70.0,24.0,679.0,25.0,866.0
66,175.0,68.0,23.0,680.0,24.0,867.0
67,176.0,70.0,24.0,679.0,25.0,865.0
68,176.0,69.0,24.0,681.0,25.0,866.0
69,177.0,71.0,24.0,679.0,25.0,867.0
70,176.0,70.0,23.0,680.0,23.0,865.0
71,177.0,69.0,22.0,680.0,25.0,865.0
72,176.0,68.0,23.0,681.0,24.0,866.0
73,176.0,69.0,22.0,680.0,25.0,866.0
74,177.0,70.0,24.0,680.0,23.0,866.0
75,175.0,70.0,24.0,680.0,25.0,866.0
76,176.0,70.0,23.0,680.0,25.0,865.0
77,176.0,68.0,23.0,680.0,24.0,865.0
78,174.0,69.0,24.0,680.0,25.0,865.0
79,175.0,68.0,22.0,679.0,25.0,866.0
80,174.0,69.0,24.0,680.0,25.0,866.0
81,176.0,69.0,24.0,680.0,25.0,865.0
82,175.0,71.0,24.0,680.0,24.0,865.0
83,176.0,71.0,24.0,680.0,24.0,866.0
84,175.0,71.0,23.0,680.0,24.0,864.0
85,176.0,71.0,23.0,680.0,25.0,865.0
86,176.0,70.0,24.0,680.0,23.0,866.0
87,175.0,71.0,22.0,680.0,24.0,865.0
88,176.0,71.0,24.0,680.0,26.0,866.0
89,175.0,71.0,22.0,680.0,25.0,867.0
90,175.0,70.0,22.0,682.0,26.0,865.0
91,174.0,68.0,24.0,682.0,23.0,865.0
92,176.0,68.0,23.0,682.0,25.0,865.0
93,174.0,69.0,22.0,682.0,25.0,866.0
94,174.0,71.0,24.0,682.0,26.0,865.0
95,176.0,71.0,24.0,683.0,26.0,865.0
96,176.0,70.0,24.0,682.0,26.0,866.0
97,176.0,69.0,24.0,682.0,25.0,864.0
98,175.0,70.0,23.0,683.0,25.0,866.0
99,175.0,70.0,23.0,683.0,25.0,865.0
100,175.0,69.0,23.0,683.0,26.0,865.0
101,175.0,69.0,23.0,682.0,25.0,865.0
102,175.0,68.0,23.0,683.0,25.0,865.0
103,174.0,69.0,24.0,683.0,24.0,865.0
104,174.0,70.0,24.0,683.0,25.0,865.0
105,175.0,68.0,23.0,684.0,23.0,865.0
106,175.0,69.0,24.0,684.0,25.0,866.0
107,174.0,68.0,23.0,682.0,25.0,866.0
