,Value1,Value2,Value3,Value4,Value5,Value6
0,58.0,66.0,17.0,705.0,17.0,857.0
1,58.0,66.0,17.0,706.0,17.0,857.0
2,58.0,66.0,17.0,706.0,17.0,857.0
3,58.0,66.0,17.0,706.0,17.0,857.0
4,58.0,66.0,17.0,706.0,17.0,857.0
5,59.0,67.0,17.0,706.0,17.0,857.0
6,59.0,66.0,17.0,705.0,17.0,858.0
7,59.0,66.0,17.0,706.0,16.0,857.0
8,59.0,66.0,17.0,706.0,17.0,857.0
9,59.0,66.0,17.0,706.0,17.0,857.0
10,59.0,66.0,17.0,706.0,17.0,858.0
11,60.0,66.0,17.0,707.0,17.0,858.0
12,59.0,66.0,16.0,706.0,17.0,857.0
13,58.0,66.0,17.0,705.0,17.0,858.0
14,59.0,67.0,17.0,706.0,17.0,858.0
15,59.0,66.0,17.0,706.0,18.0,858.0
16,58.0,66.0,17.0,706.0,17.0,857.0
17,58.0,66.0,17.0,706.0,16.0,857.0
18,59.0,66.0,17.0,705.0,17.0,858.0
19,58.0,66.0,17.0,706.0,16.0,857.0
20,59.0,66.0,17.0,706.0,17.0,858.0
21,59.0,67.0,17.0,705.0,17.0,857.0
22,59.0,66.0,17.0,706.0,17.0,858.0
23,59.0,66.0,17.0,706.0,16.0,858.0
24,59.0,65.0,18.0,706.0,17.0,857.0
25,58.0,65.0,17.0,706.0,17.0,857.0
26,58.0,65.0,17.0,706.0,17.0,858.0
27,58.0,65.0,17.0,706.0,17.0,857.0
28,59.0,66.0,17.0,705.0,17.0,857.0
29,58.0,66.0,17.0,706.0,17.0,857.0
30,58.0,66.0,17.0,706.0,17.0,858.0
31,58.0,66.0,17.0,706.0,17.0,857.0
32,58.0,65.0,17.0,706.0,17.0,857.0
33,59.0,66.0,16.0,705.0,17.0,858.0
34,58.0,66.0,16.0,705.0,17.0,858.0
35,58.0,66.0,17.0,706.0,17.0,858.0
36,58.0,66.0,17.0,706.0,17.0,858.0
37,58.0,66.0,17.0,706.0,17.0,858.0
38,58.0,66.0,17.0,706.0,16.0,858.0
39,58.0,67.0,17.0,706.0,17.0,857.0
40,58.0,65.0,17.0,706.0,17.0,857.0
41,59.0,65.0,17.0,706.0,17.0,858.0
42,59.0,65.0,18.0,706.0,16.0,857.0
43,59.0,66.0,17.0,706.0,17.0,857.0
44,59.0,66.0,16.0,706.0,17.0,857.0
45,58.0,66.0,18.0,706.0,17.0,858.0
46,59.0,66.0,17.0,706.0,17.0,858.0
47,58.0,65.0,17.0,706.0,17.0,857.0
48,58.0,66.0,17.0,706.0,17.0,857.0
49,58.0,65.0,17.0,706.0,17.0,857.0
50,59.0,66.0,17.0,707.0,17.0,857.0
51,58.0,66.0,17.0,706.0,17.0,857.0
52,58.0,66.0,17.0,706.0,17.0,858.0
53,58.0,65.0,17.0,706.0,17.0,857.0
54,58.0,65.0,17.0,706.0,16.0,857.0
55,58.0,65.0,17.0,706.0,17.0,857.0
