,Value1,Value2,Value3,Value4,Value5,Value6
0,88.0,50.0,21.0,555.0,58.0,729.0
1,87.0,48.0,21.0,555.0,58.0,731.0
2,87.0,47.0,21.0,556.0,58.0,730.0
3,87.0,48.0,20.0,556.0,59.0,730.0
4,87.0,48.0,22.0,556.0,58.0,729.0
5,88.0,50.0,21.0,555.0,58.0,729.0
6,87.0,48.0,21.0,555.0,58.0,731.0
7,87.0,47.0,21.0,556.0,58.0,730.0
8,87.0,48.0,20.0,556.0,59.0,730.0
9,87.0,48.0,22.0,556.0,58.0,729.0
10,88.0,50.0,21.0,555.0,58.0,729.0
11,88.0,47.0,20.0,556.0,58.0,730.0
12,88.0,47.0,21.0,556.0,59.0,731.0
13,88.0,49.0,21.0,556.0,58.0,728.0
14,88.0,50.0,21.0,556.0,58.0,729.0
15,88.0,50.0,19.0,557.0,59.0,730.0
16,88.0,48.0,21.0,556.0,58.0,731.0
17,89.0,49.0,20.0,556.0,60.0,730.0
18,88.0,49.0,20.0,556.0,58.0,729.0
19,88.0,48.0,21.0,556.0,58.0,730.0
20,88.0,49.0,21.0,557.0,58.0,729.0
21,88.0,50.0,21.0,555.0,58.0,730.0
22,88.0,49.0,21.0,557.0,59.0,730.0
23,89.0,48.0,20.0,556.0,58.0,731.0
24,88.0,49.0,21.0,556.0,59.0,729.0
25,88.0,46.0,20.0,556.0,58.0,730.0
26,89.0,48.0,20.0,555.0,58.0,730.0
27,89.0,48.0,20.0,555.0,58.0,730.0
28,89.0,49.0,21.0,556.0,57.0,730.0
29,89.0,49.0,20.0,556.0,59.0,729.0
30,89.0,48.0,21.0,556.0,58.0,728.0
31,88.0,50.0,20.0,556.0,59.0,730.0
32,88.0,47.0,20.0,556.0,60.0,730.0
33,89.0,48.0,21.0,555.0,59.0,730.0
34,88.0,48.0,22.0,556.0,59.0,731.0
35,88.0,48.0,22.0,557.0,58.0,729.0
36,88.0,48.0,21.0,556.0,59.0,729.0
37,88.0,48.0,21.0,556.0,59.0,729.0
38,89.0,47.0,21.0,557.0,58.0,731.0
39,89.0,47.0,21.0,557.0,58.0,730.0
40,88.0,48.0,21.0,556.0,58.0,731.0
41,89.0,48.0,21.0,556.0,59.0,730.0
42,88.0,49.0,21.0,555.0,58.0,730.0
43,89.0,47.0,21.0,555.0,58.0,731.0
44,89.0,50.0,21.0,556.0,60.0,730.0
45,88.0,48.0,20.0,557.0,58.0,730.0
46,88.0,48.0,21.0,556.0,59.0,731.0
47,88.0,48.0,21.0,556.0,58.0,731.0
48,88.0,49.0,21.0,556.0,58.0,731.0
49,88.0,48.0,21.0,556.0,58.0,730.0
50,88.0,49.0,20.0,556.0,58.0,730.0
51,88.0,49.0,21.0,557.0,58.0,731.0
52,89.0,47.0,20.0,557.0,58.0,731.0
53,89.0,48.0,21.0,555.0,58.0,729.0
54,88.0,49.0,21.0,557.0,59.0,730.0
55,88.0,48.0,19.0,556.0,58.0,731.0
56,88.0,49.0,20.0,556.0,59.0,730.0
57,88.0,48.0,20.0,556.0,59.0,730.0
58,88.0,48.0,21.0,555.0,59.0,730.0
59,88.0,49.0,21.0,556.0,59.0,730.0
60,89.0,48.0,21.0,555.0,58.0,731.0
61,89.0,47.0,21.0,556.0,58.0,730.0
