,Value1,Value2,Value3,Value4,Value5,Value6
0,157.0,60.0,35.0,683.0,46.0,851.0
1,157.0,61.0,36.0,683.0,46.0,851.0
2,157.0,60.0,36.0,683.0,46.0,851.0
3,157.0,60.0,35.0,684.0,45.0,851.0
4,157.0,61.0,36.0,683.0,46.0,851.0
5,156.0,60.0,35.0,683.0,46.0,851.0
6,161.0,60.0,37.0,685.0,46.0,852.0
7,160.0,61.0,36.0,685.0,46.0,852.0
8,160.0,61.0,36.0,685.0,46.0,851.0
9,159.0,60.0,35.0,685.0,46.0,851.0
10,159.0,60.0,36.0,685.0,46.0,852.0
11,160.0,62.0,36.0,685.0,46.0,852.0
12,160.0,61.0,35.0,685.0,46.0,851.0
13,159.0,61.0,36.0,685.0,46.0,851.0
14,159.0,61.0,34.0,685.0,46.0,851.0
15,159.0,61.0,36.0,685.0,46.0,851.0
16,159.0,61.0,35.0,685.0,46.0,852.0
17,158.0,60.0,35.0,686.0,46.0,852.0
18,158.0,60.0,36.0,685.0,46.0,851.0
19,158.0,60.0,35.0,685.0,46.0,852.0
20,158.0,61.0,35.0,685.0,46.0,851.0
21,158.0,61.0,36.0,685.0,46.0,852.0
22,159.0,61.0,36.0,686.0,46.0,852.0
23,158.0,60.0,35.0,685.0,46.0,851.0
24,158.0,61.0,35.0,685.0,46.0,852.0
25,158.0,61.0,36.0,685.0,45.0,851.0
26,158.0,60.0,35.0,685.0,46.0,851.0
27,158.0,61.0,36.0,685.0,46.0,852.0
28,158.0,60.0,35.0,686.0,46.0,851.0
29,158.0,60.0,36.0,686.0,46.0,851.0
30,158.0,60.0,35.0,685.0,46.0,852.0
31,158.0,59.0,36.0,685.0,46.0,852.0
32,157.0,59.0,35.0,685.0,45.0,852.0
33,158.0,61.0,35.0,685.0,46.0,851.0
34,158.0,60.0,35.0,685.0,46.0,851.0
35,158.0,61.0,35.0,685.0,45.0,851.0
36,158.0,61.0,36.0,685.0,46.0,852.0
37,158.0,60.0,35.0,686.0,46.0,851.0
38,158.0,60.0,36.0,686.0,46.0,851.0
39,158.0,61.0,35.0,685.0,45.0,852.0
40,158.0,61.0,35.0,686.0,46.0,851.0
41,158.0,61.0,35.0,685.0,46.0,851.0
42,158.0,61.0,35.0,686.0,45.0,851.0
43,158.0,60.0,35.0,685.0,46.0,852.0
44,158.0,60.0,35.0,685.0,46.0,852.0
45,158.0,60.0,35.0,685.0,46.0,851.0
46,158.0,60.0,35.0,686.0,46.0,852.0
47,158.0,60.0,35.0,686.0,45.0,850.0
48,158.0,60.0,35.0,685.0,46.0,851.0
49,158.0,60.0,35.0,686.0,46.0,851.0
50,158.0,61.0,35.0,686.0,46.0,851.0
51,157.0,61.0,36.0,685.0,46.0,851.0
52,158.0,60.0,35.0,685.0,46.0,852.0
53,157.0,61.0,35.0,685.0,46.0,851.0
54,158.0,60.0,36.0,685.0,47.0,851.0
55,158.0,60.0,35.0,686.0,46.0,852.0
56,157.0,61.0,35.0,685.0,46.0,852.0
57,158.0,61.0,35.0,685.0,46.0,852.0
58,158.0,60.0,36.0,685.0,46.0,852.0
59,159.0,60.0,36.0,685.0,45.0,851.0
60,158.0,61.0,36.0,685.0,46.0,851.0
61,158.0,60.0,36.0,685.0,46.0,850.0
62,158.0,61.0,36.0,685.0,46.0,851.0
63,158.0,61.0,35.0,685.0,46.0,851.0
64,158.0,60.0,35.0,685.0,46.0,851.0
65,158.0,61.0,35.0,685.0,46.0,851.0
66,158.0,61.0,36.0,685.0,46.0,851.0
67,158.0,60.0,35.0,684.0,46.0,851.0
68,157.0,61.0,35.0,685.0,46.0,851.0
69,158.0,61.0,36.0,685.0,46.0,852.0
70,158.0,60.0,35.0,684.0,46.0,851.0
71,158.0,61.0,35.0,685.0,46.0,852.0
72,158.0,60.0,35.0,685.0,46.0,851.0
73,158.0,60.0,35.0,685.0,46.0,852.0
74,159.0,60.0,36.0,685.0,46.0,852.0
75,158.0,61.0,36.0,684.0,46.0,852.0
76,158.0,60.0,35.0,685.0,46.0,852.0
77,158.0,60.0,35.0,685.0,46.0,850.0
78,157.0,60.0,36.0,685.0,46.0,851.0
79,158.0,61.0,35.0,685.0,46.0,851.0
80,158.0,61.0,36.0,684.0,45.0,852.0
81,157.0,61.0,35.0,684.0,47.0,851.0
82,158.0,60.0,35.0,685.0,46.0,852.0
83,158.0,61.0,36.0,685.0,45.0,850.0
84,158.0,60.0,36.0,685.0,46.0,851.0
85,158.0,61.0,36.0,685.0,46.0,852.0
86,157.0,60.0,35.0,685.0,45.0,852.0
87,157.0,62.0,35.0,684.0,46.0,852.0
88,158.0,61.0,35.0,684.0,46.0,852.0
89,158.0,60.0,35.0,685.0,46.0,852.0
90,157.0,61.0,35.0,685.0,46.0,850.0
91,158.0,60.0,35.0,684.0,46.0,851.0
92,158.0,61.0,36.0,685.0,46.0,852.0
93,158.0,60.0,35.0,685.0,46.0,851.0
94,158.0,60.0,35.0,684.0,46.0,852.0
95,157.0,60.0,35.0,684.0,46.0,851.0
96,158.0,60.0,35.0,684.0,46.0,850.0
97,158.0,61.0,36.0,684.0,46.0,851.0
98,157.0,62.0,36.0,685.0,46.0,852.0
99,157.0,60.0,35.0,685.0,46.0,851.0
100,158.0,61.0,36.0,684.0,46.0,851.0
101,158.0,61.0,35.0,684.0,45.0,850.0
102,158.0,62.0,35.0,684.0,46.0,851.0
103,158.0,62.0,35.0,684.0,46.0,851.0
104,158.0,60.0,36.0,684.0,46.0,852.0
105,157.0,62.0,36.0,684.0,46.0,851.0
106,158.0,60.0,36.0,684.0,45.0,852.0
107,157.0,62.0,36.0,683.0,46.0,851.0
108,157.0,61.0,35.0,684.0,46.0,851.0
109,157.0,62.0,36.0,684.0,46.0,851.0
110,157.0,62.0,35.0,684.0,46.0,850.0
111,158.0,61.0,36.0,683.0,46.0,851.0
112,157.0,61.0,36.0,684.0,46.0,852.0
113,157.0,60.0,36.0,684.0,46.0,851.0
114,158.0,61.0,36.0,684.0,46.0,851.0
115,157.0,60.0,35.0,684.0,46.0,851.0
116,157.0,62.0,34.0,684.0,46.0,850.0
117,157.0,62.0,35.0,684.0,45.0,852.0
118,157.0,61.0,36.0,684.0,46.0,852.0
119,157.0,62.0,35.0,684.0,46.0,851.0
120,157.0,61.0,35.0,685.0,46.0,851.0
121,158.0,62.0,36.0,684.0,46.0,850.0
122,157.0,61.0,36.0,684.0,46.0,851.0
123,157.0,61.0,36.0,684.0,46.0,851.0
124,157.0,60.0,35.0,684.0,46.0,851.0
